time,P-all
12,0.7333116471767425
13,0.9239587262272835
14,0.9427345041185617
15,0.9282537549734116
16,1.0032457668334245
17,1.3793539384379985
18,1.3884296372532843
19,0.9508026797324419
20,0.9315854460000992
21,1.4455047696828842
22,1.4598731368780138
23,0.3065176486968994
0,0.3
1,0.3
2,0.3
3,0.3
4,0.3
5,0.3
6,0.7895589053630829
7,0.7444458037614823
8,0.7301170587539673
9,0.7526809751987458
10,0.7251395747065543
11,0.725272323191166
